url,name
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol1/pdf/CFR-2023-title5-vol1.pdf,CFR | Title 5 | Adminstrative Personnel | Parts 1 to 699
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol2/pdf/CFR-2023-title5-vol2.pdf,CFR | Title 5 | Adminstrative Personnel | Parts 700 to 1199
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3.pdf,CFR | Title 5 | Adminstrative Personnel | Parts 1200 to End
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3-chapIII.pdf,CFR | Title 5 | Office of Management andBudget
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3-chapVI.pdf,CFR | Title 5 | Federal Retirement
https://www.govinfo.gov/content/pkg/CFR-2023-title5-vol3/pdf/CFR-2023-title5-vol3-chapXXI.pdf,CFR | Title 5 | Department of the Treasury
https://www.govinfo.gov/content/pkg/CFR-2023-title32-vol6/pdf/CFR-2023-title32-vol6.pdf,CFR | Title 32 | National Defesne | Parts 800 to End
https://www.govinfo.gov/content/pkg/CFR-2023-title32-vol1/pdf/CFR-2023-title32-vol1-subtitleA-chapI-subchapA.pdf,CFR | Title 32 | Acquisition
https://www.govinfo.gov/content/pkg/CFR-2023-title32-vol1/pdf/CFR-2023-title32-vol1-subtitleA-chapI-subchapC.pdf,CFR | Title 32| DoD Grant and Agreement Regulations
https://www.govinfo.gov/content/pkg/CFR-2023-title32-vol1/pdf/CFR-2023-title32-vol1-subtitleA-chapI-subchapG.pdf,CFR | Title 32| Defense Contracting
https://www.govinfo.gov/content/pkg/CFR-2023-title2-vol1/pdf/CFR-2023-title2-vol1.pdf,CFR | Title 2 | Grants and Agreements
https://www.govinfo.gov/content/pkg/CFR-2023-title4-vol1/pdf/CFR-2023-title4-vol1.pdf,CFR | Title 4 | Accounts
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a28p.pdf?ver=2019-02-14-151542-520,"[DoD-AI 28] Overtime, Prescribed Hours of Duty, and Alternative Work Schedules for Civilian Employees"
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a67p.pdf?ver=fWmICt-eFTGM6-eOMd-yrg%3d%3d,[DoD-AI 67] Leave Administration
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a120p.PDF?ver=OCyUT5DxN54TMvdrMQagSA%3d%3d,[DoD-AI 120] Proper Use of Non-DoD Contracts and Interagency Acquisitions
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/100513p.pdf?ver=2019-04-03-141601-737,[DoDD 1005.13] Gifts and Decorations from Foreign Governments
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130421p.pdf,"[DoDD 1304.21] Policy on Enlistment Bonuses, Accession Bonuses for New Officers In Critical Skills, Selective Reenlistment Bonuses, and Critical Skills Retention Bonuses for Active Members"
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133805p.pdf,[DoDD 1338.05] Armed Forces Clothing Monetary Allowance Policy
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134020p.pdf,[DoDD 1340.20] Settling Personnel and General Claims and Processing Advance Decision Requests
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134022p.pdf,[DoDD 1340.22] Waiver of Debts Resulting from Erroneous Payments of Pay and Allowances
https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140025p.pdf,[DoDD 1400.25] DoD Civilian Personnel Management System
